Physician_ID,State,Primary_Specialty,ownership_interest,total_payments,number_of_payments
4513,NJ,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,1730.26,93
4514,PA,Allopathic & Osteopathic Physicians|Family Medicine,0,6236.99,260
4517,TX,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Gynecologic Oncology,0,76232.07,122
4518,OH,Allopathic & Osteopathic Physicians|Family Medicine,0,6357.16,545
4519,FL,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,8651.29,428
4520,OH,Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Endocrinology,0,78491.29,76
4521,IL,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,1926.6399999999999,102
4522,GA,Allopathic & Osteopathic Physicians|Family Medicine,0,13640.02,1054
4523,DE,Allopathic & Osteopathic Physicians|Ophthalmology,0,240456.49000000002,17
4524,OH,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,2948.42,77
4526,FL,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,15359.83,274
4527,NY,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Orthopaedic Surgery of the Spine,0,30621.65,115
4529,RI,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology with Special Qualifications in Child Neurology,0,14665.26,65
4530,CA,Allopathic & Osteopathic Physicians|Family Medicine,0,834.65,14
4531,CA,Allopathic & Osteopathic Physicians|Family Medicine,0,6384.73,326
4533,TN,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,14467.87,185
4534,CA,Allopathic & Osteopathic Physicians|Otolaryngology,1,72244.03,58
4538,AZ,Allopathic & Osteopathic Physicians|Internal Medicine|Infectious Disease,0,1912.39,75
4539,TX,Allopathic & Osteopathic Physicians|Family Medicine,0,8664.16,332
4540,OH,Allopathic & Osteopathic Physicians|Ophthalmology,0,7139.05,44
4542,IL,Allopathic & Osteopathic Physicians|Family Medicine,0,14083.46,1020
4543,PR,Allopathic & Osteopathic Physicians|Surgery,0,6452.32,73
4544,FL,Allopathic & Osteopathic Physicians|Family Medicine,0,1304.86,42
4545,NY,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,6753.82,51
4546,CA,Allopathic & Osteopathic Physicians|Internal Medicine,0,8469.49,404
4548,TX,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,4719.84,134
4549,CO,Allopathic & Osteopathic Physicians|Family Medicine,1,7551.91,672
4552,FL,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,49264.1,441
4554,PA,Allopathic & Osteopathic Physicians|Pain Medicine|Pain Medicine,0,1919.3600000000001,60
4555,FL,Allopathic & Osteopathic Physicians|Family Medicine,0,7155.21,510
4556,NJ,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,0,17022.77,857
4557,CA,Allopathic & Osteopathic Physicians|Surgery|Surgical Oncology,0,5984.33,120
4558,TX,Allopathic & Osteopathic Physicians|Internal Medicine,0,24666.13,894
4560,NY,Allopathic & Osteopathic Physicians|Internal Medicine,0,25441.38,417
4561,NC,Eye and Vision Services Providers|Optometrist,0,1912.28,37
4562,TX,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,1164.6,59
4563,UT,Allopathic & Osteopathic Physicians|Surgery|Vascular Surgery,0,31447.03,131
4565,NV,Allopathic & Osteopathic Physicians|Ophthalmology,0,3301.74,20
4566,MN,Allopathic & Osteopathic Physicians|Internal Medicine|Clinical Cardiac Electrophysiology,0,481164.89,427
4567,NC,Dental Providers|Dentist|General Practice,0,684.42,23
4568,CO,Allopathic & Osteopathic Physicians|Neurological Surgery,0,150245.39,296
4569,MO,Allopathic & Osteopathic Physicians|Family Medicine,0,9582.6,825
4570,SC,Allopathic & Osteopathic Physicians|Internal Medicine,0,3949.24,214
4572,MO,Allopathic & Osteopathic Physicians|Internal Medicine,0,6798.47,489
4573,FL,Eye and Vision Services Providers|Optometrist,0,6193.08,94
4574,LA,Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation,0,3418.37,121
4575,CA,Allopathic & Osteopathic Physicians|Allergy & Immunology,0,9107.93,438
4577,PA,Allopathic & Osteopathic Physicians|Family Medicine,0,5535.03,421
4578,NY,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,9486.05,90
4579,AR,Allopathic & Osteopathic Physicians|Dermatology,0,93915.35,642
4580,TX,Allopathic & Osteopathic Physicians|Pediatrics,0,438.74,29
4581,CT,Allopathic & Osteopathic Physicians|Internal Medicine,0,6233.66,294
4582,AL,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,8079.5,304
4583,NC,Podiatric Medicine & Surgery Service Providers|Podiatrist,0,9343.38,75
4584,MO,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,1,2191813.3,2413
4586,CT,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,5599.4,304
4588,KS,Allopathic & Osteopathic Physicians|Family Medicine,0,1147.94,96
4589,TN,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Obstetrics,0,1903.13,82
4590,CA,Eye and Vision Services Providers|Optometrist,0,3304.2400000000002,46
4591,HI,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,0,24274.69,88
4592,AL,Eye and Vision Services Providers|Optometrist,0,4463.97,108
4593,FL,Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Hematology-Oncology,0,1601.38,67
4594,MA,Dental Providers|Dentist|Periodontics,0,1025.4,38
4595,VA,Allopathic & Osteopathic Physicians|Ophthalmology,0,2989.99,41
4596,SC,Allopathic & Osteopathic Physicians|Internal Medicine,0,16495.5,946
4599,OH,Allopathic & Osteopathic Physicians|Ophthalmology,0,6033.91,94
4600,GA,Allopathic & Osteopathic Physicians|Pediatrics|Neonatal-Perinatal Medicine,0,1506.3799999999999,16
4601,IL,Eye and Vision Services Providers|Optometrist,0,1016.59,38
4602,TX,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology with Special Qualifications in Child Neurology,0,6777.51,458
4603,CA,Allopathic & Osteopathic Physicians|Family Medicine,0,9470.79,497
4604,AL,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",0,205570.8,1628
4607,IL,Allopathic & Osteopathic Physicians|Urology,1,9477.51,369
4608,PA,Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,0,164450.01,222
4609,MI,Allopathic & Osteopathic Physicians|Internal Medicine,0,1291.05,58
4611,MI,Eye and Vision Services Providers|Optometrist,0,778.67,33
4612,NY,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,1395.86,31
4613,IN,Allopathic & Osteopathic Physicians|Family Medicine,0,18357.23,1034
4614,PA,Allopathic & Osteopathic Physicians|Internal Medicine|Infectious Disease,0,982.25,31
4615,VA,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,0,36300.4,166
4616,MI,Allopathic & Osteopathic Physicians|Otolaryngology|Facial Plastic Surgery,0,3141.79,40
4619,NJ,Allopathic & Osteopathic Physicians|Urology,0,5842.45,369
4620,NJ,Allopathic & Osteopathic Physicians|Internal Medicine,0,12746.64,308
4621,OK,Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,0,10871.63,24
4624,NY,Dental Providers|Dentist,0,3778.16,55
4625,MN,Allopathic & Osteopathic Physicians|Surgery|Plastic and Reconstructive Surgery,0,54106.16,56
4626,IN,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,1301.27,56
4627,TN,Allopathic & Osteopathic Physicians|Emergency Medicine,0,2348.09,40
4628,OH,Allopathic & Osteopathic Physicians|Family Medicine,0,38363.04,838
4629,PA,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,802.77,35
4630,MI,Allopathic & Osteopathic Physicians|Internal Medicine,0,8124.08,761
4631,IL,Allopathic & Osteopathic Physicians|Family Medicine,0,1428.4,96
4632,LA,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,2664.62,130
4634,CA,Allopathic & Osteopathic Physicians|Internal Medicine,0,502399.78,2114
4635,TX,Allopathic & Osteopathic Physicians|Internal Medicine,0,1513.08,75
4636,FL,Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Gastroenterology,0,2640.24,76
4637,MD,Allopathic & Osteopathic Physicians|Pediatrics,0,658.85,40
4639,CA,Allopathic & Osteopathic Physicians|Internal Medicine,0,1199.97,86
4640,AL,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,8423.19,514
4641,TX,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,8531.3,367
4642,TX,Allopathic & Osteopathic Physicians|Family Medicine,0,11607.92,738
4643,FL,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Female Pelvic Medicine and Reconstructive Surgery,0,12480.6,90
4644,NY,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,0,10415.13,349
4645,PR,Allopathic & Osteopathic Physicians|Ophthalmology,0,1471.89,28
4646,OR,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,2849.38,72
4647,IN,Allopathic & Osteopathic Physicians|Family Medicine,0,18351.63,665
4648,IN,Allopathic & Osteopathic Physicians|Family Medicine,0,9612.09,755
4649,KY,Allopathic & Osteopathic Physicians|Family Medicine,0,9053.78,824
4650,TX,Eye and Vision Services Providers|Optometrist,0,1004.02,45
4651,CA,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,69250.86,149
4652,CA,Allopathic & Osteopathic Physicians|Dermatology,0,6635.09,333
4653,CO,Allopathic & Osteopathic Physicians|Internal Medicine|Medical Oncology,0,28699.46,58
4654,FL,Podiatric Medicine & Surgery Service Providers|Podiatrist,0,1458.94,39
4655,TX,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",0,3503.66,192
4656,CA,Eye and Vision Services Providers|Optometrist|Low Vision Rehabilitation,0,1410.98,46
4657,FL,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,42495.24,622
4659,IL,Allopathic & Osteopathic Physicians|Surgery,0,3888.72,52
4660,IN,Allopathic & Osteopathic Physicians|Family Medicine,0,236130.89,596
4661,FL,Allopathic & Osteopathic Physicians|Family Medicine,0,4681.69,197
4663,IL,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Adult Reconstructive Orthopaedic Surgery,1,5781519.86,809
4664,MI,Allopathic & Osteopathic Physicians|Family Medicine,0,4167.53,325
4665,FL,Allopathic & Osteopathic Physicians|Internal Medicine,0,3876.22,264
4666,FL,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,0,4244.0199999999995,133
4667,FL,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,1068.17,67
4668,TX,Allopathic & Osteopathic Physicians|Emergency Medicine,0,1109.29,49
4669,VA,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,0,6561.79,406
4671,TX,Allopathic & Osteopathic Physicians|Surgery,0,2362.02,108
4672,SC,Allopathic & Osteopathic Physicians|Internal Medicine,0,599.82,25
4673,CA,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,21364.97,673
4674,CA,Allopathic & Osteopathic Physicians|Pediatrics,0,1096.51,47
4676,VA,Eye and Vision Services Providers|Optometrist,0,3385.73,181
4677,NJ,Dental Providers|Dentist|Prosthodontics,1,9090.73,84
4679,WV,Allopathic & Osteopathic Physicians|Otolaryngology,0,1101.78,63
4680,MD,Allopathic & Osteopathic Physicians|Family Medicine,0,1353.93,83
4681,UT,Allopathic & Osteopathic Physicians|Pediatrics,0,272.89,19
4683,WA,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,0,759.58,16
4684,LA,Allopathic & Osteopathic Physicians|Ophthalmology,0,1833.53,29
4686,CA,Allopathic & Osteopathic Physicians|Dermatology,0,59567.74,97
4687,TN,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,0,19753.59,927
4690,NV,Dental Providers|Dentist|General Practice,0,4809.03,51
4691,NE,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,8568.45,56
4692,TN,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,13314.53,703
4693,MD,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,1173.49,69
4694,PA,Allopathic & Osteopathic Physicians|Internal Medicine,0,3939.01,253
4697,KS,Allopathic & Osteopathic Physicians|Family Medicine,0,396.4,29
4698,AZ,Allopathic & Osteopathic Physicians|Pediatrics,0,592.03,39
4699,TX,Dental Providers|Dentist|Periodontics,0,1881.74,46
4701,NJ,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,5015.76,313
4702,AR,Allopathic & Osteopathic Physicians|Family Medicine,0,9249.39,731
4703,RI,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,711.09,60
4704,OH,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,16453.18,1052
4705,FL,Allopathic & Osteopathic Physicians|Neurological Surgery,0,572074.19,441
4706,TX,Allopathic & Osteopathic Physicians|Family Medicine,0,5425.86,369
4708,WA,Allopathic & Osteopathic Physicians|Plastic Surgery,0,2970.91,35
4709,AL,Allopathic & Osteopathic Physicians|Pediatrics,0,871.88,61
4710,TX,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Orthopaedic Surgery of the Spine,0,116960.32,100
4712,IN,Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot & Ankle Surgery,0,3978.43,277
4713,VA,Allopathic & Osteopathic Physicians|Family Medicine,0,5615.2,375
4714,OH,Allopathic & Osteopathic Physicians|Family Medicine,0,13166.67,850
4715,OK,Allopathic & Osteopathic Physicians|Internal Medicine,0,2161.88,142
4716,CA,Allopathic & Osteopathic Physicians|Emergency Medicine,0,323.75,22
4717,IL,Allopathic & Osteopathic Physicians|Family Medicine,0,17970.83,668
4718,AZ,Allopathic & Osteopathic Physicians|Family Medicine,0,7211.95,180
4720,PR,Allopathic & Osteopathic Physicians|General Practice,0,4981.05,95
4722,CA,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Obstetrics,0,1323.43,71
4723,PA,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,2365.05,78
4724,VA,Allopathic & Osteopathic Physicians|Thoracic Surgery (Cardiothoracic Vascular Surgery),0,27235.19,80
4725,TX,Allopathic & Osteopathic Physicians|Ophthalmology,0,2480.36,29
4726,OR,Allopathic & Osteopathic Physicians|Surgery,0,7261.09,73
4727,NV,Eye and Vision Services Providers|Optometrist,0,14464.78,22
4728,CA,Allopathic & Osteopathic Physicians|Ophthalmology,0,2228.13,47
4729,AZ,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,2590.29,104
4730,CA,Allopathic & Osteopathic Physicians|Plastic Surgery,0,13590.49,83
4731,CA,Allopathic & Osteopathic Physicians|Otolaryngology,0,1069.48,33
4732,CA,Eye and Vision Services Providers|Optometrist,0,6015.51,43
4733,CA,Allopathic & Osteopathic Physicians|Internal Medicine,0,2759.4,152
4735,KY,Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation,0,1191.78,68
4738,CA,Allopathic & Osteopathic Physicians|Surgery,0,35828.84,175
4739,TX,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",1,17179.13,280
4741,MA,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,0,19931.48,89
4743,KY,Allopathic & Osteopathic Physicians|Urology,0,2894.39,143
4744,NC,Allopathic & Osteopathic Physicians|Family Medicine,0,735.36,57
4746,PR,Allopathic & Osteopathic Physicians|General Practice,0,8280.26,120
4747,WV,Allopathic & Osteopathic Physicians|Family Medicine,0,1936.68,136
4748,NV,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,1,878.15,43
4749,VA,Allopathic & Osteopathic Physicians|Dermatology,0,5596.96,258
4750,TX,Allopathic & Osteopathic Physicians|Ophthalmology,0,347.84,23
4751,IL,Dental Providers|Dentist,0,306555.7,287
4752,TX,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,3572.15,60
4755,CA,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,42411.92,647
4758,OH,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,0,2635.45,49
4759,AZ,Allopathic & Osteopathic Physicians|Internal Medicine,0,876.25,43
4760,CA,Allopathic & Osteopathic Physicians|Ophthalmology,0,1576.79,48
4761,LA,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,2484.91,99
4762,MA,Dental Providers|Dentist|Oral and Maxillofacial Surgery,0,8329.21,59
4763,CA,Allopathic & Osteopathic Physicians|Family Medicine,0,757.86,31
4764,NY,Allopathic & Osteopathic Physicians|Emergency Medicine,0,314.52,18
4765,NY,Allopathic & Osteopathic Physicians|Family Medicine,0,5688.96,214
4767,TX,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,1325.56,79
4768,TX,Allopathic & Osteopathic Physicians|Family Medicine,0,3759.58,279
4769,NC,Allopathic & Osteopathic Physicians|Family Medicine,0,1796.14,98
4770,TN,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,0,15465.08,911
4771,CO,Allopathic & Osteopathic Physicians|Internal Medicine,0,3878.17,228
4772,GA,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,1,1499.5,105
4773,MN,Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Pulmonology,0,328.32,24
4774,IN,Allopathic & Osteopathic Physicians|Ophthalmology,1,3020.53,100
4775,MD,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,1333,43
4776,NC,Allopathic & Osteopathic Physicians|Internal Medicine,0,2826.24,192
4777,VA,Allopathic & Osteopathic Physicians|Internal Medicine|Clinical Cardiac Electrophysiology,0,42992.12,293
4778,OH,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Adult Reconstructive Orthopaedic Surgery,0,3318.79,40
4779,NJ,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,342.09,26
4780,OH,Dental Providers|Dentist|General Practice,0,1218.1599999999999,39
4781,KY,Allopathic & Osteopathic Physicians|Family Medicine,0,5530.56,474
4782,MI,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,8271.38,342
4783,VA,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,50491.55,391
4784,WI,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,14117.61,570
4786,AR,Allopathic & Osteopathic Physicians|Ophthalmology,1,1873.3799999999999,69
4787,PA,Eye and Vision Services Providers|Optometrist,0,1003.33,49
4790,MI,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,10514.52,233
4791,FL,Allopathic & Osteopathic Physicians|Internal Medicine,0,1409.22,81
4792,AL,Dental Providers|Dentist|Orthodontics and Dentofacial Orthopedics,0,1004765.74,186
4793,NV,Allopathic & Osteopathic Physicians|Otolaryngology|Otolaryngology/Facial Plastic Surgery,0,16835.15,166
4794,TX,Allopathic & Osteopathic Physicians|Family Medicine,0,14800.31,1202
4795,OH,Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,0,29980.46,1639
4796,ID,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology with Special Qualifications in Child Neurology,0,172912.32,391
4798,FL,Allopathic & Osteopathic Physicians|Internal Medicine,0,2979.22,229
4800,NJ,Allopathic & Osteopathic Physicians|Surgery|Vascular Surgery,0,5282.11,83
4801,GA,Allopathic & Osteopathic Physicians|Emergency Medicine,0,438.24,29
4802,GA,Allopathic & Osteopathic Physicians|Internal Medicine,0,1308.1,97
4803,TX,Eye and Vision Services Providers|Optometrist,0,1350.82,57
4804,GA,Dental Providers|Dentist|General Practice,0,3768.99,32
4805,FL,Allopathic & Osteopathic Physicians|Surgery|Vascular Surgery,0,11664.99,167
4806,IL,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,3840.33,223
4808,WV,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,0,4477.7,81
4809,OH,Allopathic & Osteopathic Physicians|Family Medicine,0,13395.22,836
4810,IL,Allopathic & Osteopathic Physicians|Urology,0,5800.27,222
4811,NY,"Allopathic & Osteopathic Physicians|Neuromusculoskeletal Medicine, Sports Medicine",0,4832.22,66
4814,CA,Allopathic & Osteopathic Physicians|Neurological Surgery,0,9125.41,82
4815,KY,Allopathic & Osteopathic Physicians|Thoracic Surgery (Cardiothoracic Vascular Surgery),0,13388.59,204
4816,GA,Allopathic & Osteopathic Physicians|Pediatrics,0,1249.6100000000001,59
4819,FL,Allopathic & Osteopathic Physicians|Internal Medicine|Clinical Cardiac Electrophysiology,0,173035.27,286
4820,GA,Dental Providers|Dentist|Oral and Maxillofacial Surgery,0,13855.54,49
4821,NV,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,0,2822.38,156
4822,CO,Allopathic & Osteopathic Physicians|Family Medicine,0,606.92,31
4823,FL,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,6562.07,396
4824,MI,Allopathic & Osteopathic Physicians|Internal Medicine,0,4454.23,222
4825,CO,Dental Providers|Dentist|General Practice,0,19180.26,23
4827,TX,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology with Special Qualifications in Child Neurology,0,13060.67,320
4828,FL,Allopathic & Osteopathic Physicians|Internal Medicine,0,1431.27,60
4829,AZ,Eye and Vision Services Providers|Optometrist,0,1410.67,33
4830,AZ,Allopathic & Osteopathic Physicians|Internal Medicine,0,3936.54,255
4831,PA,Allopathic & Osteopathic Physicians|Emergency Medicine,0,628.2,24
4832,GA,Eye and Vision Services Providers|Optometrist,0,2178.8,101
4833,SC,Allopathic & Osteopathic Physicians|Family Medicine,0,8634.03,632
4834,AL,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",0,67768.74,915
4835,FL,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,0,5278.03,202
4836,IL,Allopathic & Osteopathic Physicians|Surgery,0,11273.27,47
4838,NC,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,6283.4800000000005,155
4839,GA,Allopathic & Osteopathic Physicians|Plastic Surgery,0,767.52,27
4840,OK,Allopathic & Osteopathic Physicians|Otolaryngology,0,2451.4,97
4841,SC,Allopathic & Osteopathic Physicians|Dermatology,0,1807.22,118
4843,NJ,Dental Providers|Dentist|General Practice,0,1967.78,19
4845,MD,Allopathic & Osteopathic Physicians|Colon & Rectal Surgery,0,5141.67,42
4846,CT,Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,0,6885.41,437
4847,NY,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,0,10175.53,550
4848,RI,Allopathic & Osteopathic Physicians|Dermatology,0,101583.24,684
4849,TX,Allopathic & Osteopathic Physicians|Internal Medicine|Sports Medicine,0,11440.66,359
4850,FL,Allopathic & Osteopathic Physicians|Family Medicine,0,4489.72,336
4852,FL,Eye and Vision Services Providers|Optometrist,0,6529.7300000000005,109
4853,NY,Allopathic & Osteopathic Physicians|Dermatology,0,9808.41,235
4854,CA,Allopathic & Osteopathic Physicians|Radiology|Radiation Oncology,0,7377.5,75
4855,KS,Allopathic & Osteopathic Physicians|Dermatology|Dermatopathology,0,2307.35,104
4856,TX,Podiatric Medicine & Surgery Service Providers|Podiatrist,0,9495.6,168
4857,CA,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Vascular Neurology,0,3741.59,61
4858,MO,Allopathic & Osteopathic Physicians|Family Medicine,0,2855.6,181
4860,MN,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,1,124849.65,103
4861,AL,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,0,2797.48,105
4862,TX,Allopathic & Osteopathic Physicians|Internal Medicine,0,10792.06,758
4863,NY,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,0,943.15,54
4864,GA,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,0,44504.49,76
4865,DE,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,5980.8499999999995,85
4867,CA,Allopathic & Osteopathic Physicians|Internal Medicine,0,7259.01,345
4868,NJ,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Gynecology,0,2921.89,105
4870,CA,Allopathic & Osteopathic Physicians|Internal Medicine,0,1151.95,66
4871,PR,Allopathic & Osteopathic Physicians|Surgery|Plastic and Reconstructive Surgery,0,22097.35,62
4874,FL,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,3866.15,54
4876,CA,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,3756.34,205
4877,TX,Allopathic & Osteopathic Physicians|Surgery|Vascular Surgery,0,18832.53,227
4878,PA,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,0,4749.64,71
4879,NY,Allopathic & Osteopathic Physicians|Internal Medicine,0,7940.43,160
4880,NY,Allopathic & Osteopathic Physicians|Ophthalmology,1,14852.75,169
4881,NY,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,2420.51,131
4884,IN,Podiatric Medicine & Surgery Service Providers|Podiatrist,0,3473.26,134
4885,NV,Allopathic & Osteopathic Physicians|Dermatology|MOHS-Micrographic Surgery,1,2491042.31,2131
4886,PA,Allopathic & Osteopathic Physicians|Anesthesiology|Pain Medicine,0,1563.26,61
4888,MA,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,1380.3,24
4889,TX,Allopathic & Osteopathic Physicians|Internal Medicine|Infectious Disease,0,210.06,14
4890,PA,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,42676.91,222
4892,IN,Allopathic & Osteopathic Physicians|Surgery,0,6012.32,23
4893,NY,Allopathic & Osteopathic Physicians|Family Medicine,0,1028.85,54
4894,IL,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,1394.58,83
4896,AL,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,1798.23,78
4898,IN,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,6103.98,150
4899,CO,Allopathic & Osteopathic Physicians|Internal Medicine,0,953.72,49
4901,NY,Allopathic & Osteopathic Physicians|Internal Medicine,0,11325.31,215
4902,NY,Allopathic & Osteopathic Physicians|Surgery,0,22496.82,150
4903,CT,Allopathic & Osteopathic Physicians|Radiology|Vascular & Interventional Radiology,0,8367.710000000001,106
4904,NY,Allopathic & Osteopathic Physicians|Pediatrics,0,752.38,41
4905,GA,Eye and Vision Services Providers|Optometrist,0,833.46,25
4906,GA,Eye and Vision Services Providers|Optometrist,0,2676.02,47
4908,NY,Allopathic & Osteopathic Physicians|Internal Medicine,0,556364.55,1602
4909,GA,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,5931.79,371
4910,KY,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,0,4581.99,292
4911,GA,Allopathic & Osteopathic Physicians|Family Medicine,0,3132.05,240
4912,PA,Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology,0,1892.89,73
4913,LA,Allopathic & Osteopathic Physicians|Dermatology,0,85143.49,834
4914,OH,Allopathic & Osteopathic Physicians|Urology,0,2803.18,143
4915,PA,Allopathic & Osteopathic Physicians|Family Medicine,0,7141.87,543
4917,MI,Allopathic & Osteopathic Physicians|Ophthalmology|Retina Specialist,0,225683.31,57
