Physician_ID,State,Primary_Specialty,ownership_interest,total_payments,number_of_payments,nature,total_of_nature,range,number_of_payment_range
4263,CA,General Practice,0,3892.6,92,Food and Beverage,2501.94,1865.0200000000002,24
4264,GA,Internal Medicine,0,3800.53,298,Food and Beverage,3358.05,415.07,44
4265,AZ,Internal Medicine,0,4335.7,319,Food and Beverage,4117.91,877.8100000000001,72
4266,NC,Obstetrics & Gynecology,0,4741.57,62,Travel and Lodging,2482.66,1997.7099999999998,28
4267,CA,Ophthalmology,1,806971.67,490,Consulting Fee,543425.5,164931.59000000003,47
4269,CA,Family Medicine,0,12825.83,692,Food and Beverage,12688.86,1128.99,82
4270,CO,Internal Medicine,0,1441.33,100,Food and Beverage,1396.33,386.12,32
4271,CA,Internal Medicine,0,1160.46,72,Food and Beverage,1113.26,302.61,24
4272,CA,Podiatric Medicine & Surgery Service Providers,0,3288.01,132,Food and Beverage,3288.01,871.2099999999999,40
4273,OR,Dental Providers,0,885.67,25,Travel and Lodging,463.68,398.69,7
4274,NY,Urology,1,5271.94,228,Food and Beverage,5098.94,768.28,44
4276,LA,Ophthalmology,0,775.95,20,Food and Beverage,574.97,169.06,5
4278,SC,Surgery,0,1180.15,23,Travel and Lodging,710.4,137,4
4279,FL,Internal Medicine,0,8137.33,197,Food and Beverage,5035.66,2403.5099999999998,18
4280,IL,Internal Medicine,0,8992.04,342,Food and Beverage,6828.97,1399.37,43
4281,MS,Internal Medicine,0,18296.97,344,Honoraria,7500,5520.799999999999,23
4282,PA,Eye and Vision Services Providers,0,1079.72,45,Food and Beverage,884.42,128.24,3
4284,MA,Allergy & Immunology,0,3720.49,204,Food and Beverage,3327.07,1353.9299999999998,85
4285,IL,Ophthalmology,0,165309.69,221,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",99580,27772.74,55
4286,GA,Hospitalist,0,508.6,23,Food and Beverage,508.6,111.02,5
4287,NJ,Internal Medicine,0,3650.95,258,Food and Beverage,3586.75,394.55,28
4288,FL,Ophthalmology,1,179441.31,687,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",61067.68,55419.73,128
4290,OH,Surgery,0,3971.94,78,Gift,1920.67,2160.8999999999996,13
4291,CA,Dermatology,0,3270.24,115,Food and Beverage,2710.33,492.46,8
4292,TX,Psychiatry & Neurology,1,7474.8,535,Food and Beverage,6145.71,927.39,78
4293,ID,Eye and Vision Services Providers,0,1022.14,27,Food and Beverage,1011.32,173.66,2
4294,SC,Eye and Vision Services Providers,0,992.74,38,Food and Beverage,992.74,306.41999999999996,10
4295,AZ,Family Medicine,0,18797.78,986,Food and Beverage,18643.02,2385.64,47
4297,PA,Eye and Vision Services Providers,0,3009.37,115,Food and Beverage,2472.98,666.08,20
4298,TN,Oral & Maxillofacial Surgery,0,751.12,24,Food and Beverage,751.12,194.75,5
4299,WA,Orthopaedic Surgery,0,8473.04,107,Consulting Fee,4400,1258.76,54
4300,WI,Dental Providers,0,364.39,15,Gift,221.01,66.31,3
4302,IL,Dental Providers,0,7245.04,74,Food and Beverage,3737.76,2210.27,23
4303,LA,Family Medicine,0,70723.55,1329,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",29525,19408.59,26
4304,FL,Internal Medicine,0,9455.87,749,Food and Beverage,9254.3,763.3600000000001,65
4305,FL,Anesthesiology,0,683.42,38,Food and Beverage,683.42,206.70000000000002,9
4306,NC,Ophthalmology,1,4512.7,197,Food and Beverage,4003.7,517.45,20
4307,MA,Internal Medicine,0,1216.05,56,Food and Beverage,1139.61,511.58000000000004,35
4309,TX,Eye and Vision Services Providers,0,2105.47,70,Food and Beverage,1981.55,558.8,17
4310,TX,Psychiatry & Neurology,1,17680.82,983,Food and Beverage,14613.29,3291.01,175
4311,MI,Internal Medicine,1,18659.78,309,Food and Beverage,12966.98,2399.5,58
4313,MI,Psychiatry & Neurology,0,2788.61,215,Food and Beverage,2727.76,613.5699999999999,54
4315,MO,Internal Medicine,0,6148.85,493,Food and Beverage,5963.75,1524.5800000000002,124
4317,NJ,Dental Providers,0,363192.32,276,Consulting Fee,243300,122467.99,37
4318,MO,Internal Medicine,0,2588.57,84,Food and Beverage,1914.1299999999999,976.1600000000001,24
4320,NV,Podiatric Medicine & Surgery Service Providers,0,2942.43,49,Food and Beverage,1710.43,1481.35,12
4322,IL,Orthopaedic Surgery,1,48154.24,165,Consulting Fee,21487.25,18155.170000000002,17
4323,NY,Orthopaedic Surgery,0,6639.53,54,Travel and Lodging,4938.3099999999995,1160.66,9
4324,OH,Psychiatry & Neurology,1,1431.29,101,Food and Beverage,1186.3,299.96999999999997,21
4325,WA,Surgery,0,27523.2,107,Education,16000,15488.16,27
4326,VA,Family Medicine,0,2472.32,102,Food and Beverage,2244.46,767.8100000000001,31
4329,AL,Internal Medicine,0,10648.88,720,Food and Beverage,9863.86,2123.69,132
4330,CO,Internal Medicine,0,7398.62,306,Food and Beverage,7247.59,1324.71,51
4331,WV,Podiatric Medicine & Surgery Service Providers,0,19568.29,94,Honoraria,15500,12153.86,41
4333,TX,Internal Medicine,0,44314.89,129,Consulting Fee,32031.66,17979.65,16
4334,NY,Psychiatry & Neurology,0,1840.59,70,Food and Beverage,1637.74,476.7,13
4335,SC,Internal Medicine,0,2998.87,39,Food and Beverage,1855.95,1950.31,19
4337,OH,Urology,0,3380.39,207,Food and Beverage,3003.36,296.18999999999994,15
4338,IN,Family Medicine,0,3979.86,219,Food and Beverage,3925.63,577.63,17
4342,TN,Surgery,0,143183.06,557,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",80420.31,22901.329999999998,63
4343,NE,Internal Medicine,0,438811.66,515,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",299280,177410.36000000002,206
4344,CA,Internal Medicine,0,2868.38,134,Food and Beverage,2868.38,556.45,23
4345,PA,Obstetrics & Gynecology,0,907.87,58,Food and Beverage,907.87,239.15999999999997,14
4346,MS,Internal Medicine,0,1451.1200000000001,108,Food and Beverage,1451.1200000000001,251.57,29
4347,FL,Internal Medicine,0,4503.58,199,Food and Beverage,3821.2400000000002,1555.69,67
4348,TX,Otolaryngology,0,7740.14,138,Food and Beverage,3743.69,3049.67,22
4349,NE,Family Medicine,0,5102.5,434,Food and Beverage,5063.8,407.67999999999995,44
4350,FL,Internal Medicine,0,43249.09,547,Consulting Fee,18100,15189.469999999998,55
4352,TX,Orthopaedic Surgery,0,16605.59,129,Travel and Lodging,6108.31,3856.1299999999997,25
4353,OK,Plastic Surgery,0,26968.42,29,Gift,26432,8089.64,7
4354,LA,Internal Medicine,0,1939.27,127,Food and Beverage,1928.74,268.84000000000003,22
4357,CA,Internal Medicine,0,1624.18,58,Food and Beverage,1614.49,444.58,15
4358,TX,Podiatric Medicine & Surgery Service Providers,1,882.38,37,Food and Beverage,725.89,171.85000000000002,7
4359,TN,Internal Medicine,0,8846.11,429,Food and Beverage,8661.86,1878.1400000000003,86
4360,CA,Internal Medicine,0,11646.68,723,Food and Beverage,11617.6,458.67999999999984,38
4361,PA,Podiatric Medicine & Surgery Service Providers,0,2399.35,196,Food and Beverage,2279.71,402.37,55
4362,PA,Internal Medicine,0,13761.62,725,Food and Beverage,12232.42,2235.53,62
4363,MI,Internal Medicine,0,7042.13,391,Food and Beverage,6984.08,1097.81,65
4364,PA,Internal Medicine,0,2148.22,355,Food and Beverage,2121.04,125.73999999999998,46
4365,MI,Internal Medicine,0,3781.9,297,Food and Beverage,3737.6,339.98999999999995,28
4368,NC,Family Medicine,0,771.92,27,Food and Beverage,397.92,235.8,8
4369,MD,Internal Medicine,0,255.38,16,Food and Beverage,255.38,98.13,6
4370,IA,Internal Medicine,0,32050.86,495,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",23900,25581.59,115
4371,MI,Internal Medicine,0,19367.7,273,Food and Beverage,6489.35,3179.2000000000003,26
4372,OH,Internal Medicine,0,453.39,15,Food and Beverage,357.71,91.09,1
4373,DE,Internal Medicine,1,5961.02,367,Food and Beverage,5536.97,1015.6300000000001,47
4375,CA,Internal Medicine,0,30228.31,674,Food and Beverage,20419.41,4427.54,62
4376,OH,Obstetrics & Gynecology,0,738.88,30,Food and Beverage,738.88,182.67000000000002,6
4377,OH,Family Medicine,0,5975.13,443,Food and Beverage,5507.7,860.3899999999999,74
4378,CA,Pediatrics,0,1222.22,51,Food and Beverage,1114.14,352.48,5
4379,NY,Family Medicine,0,8349.26,487,Food and Beverage,8250.01,1909.9799999999998,116
4380,IL,Eye and Vision Services Providers,0,5477.7300000000005,87,Food and Beverage,3944.53,2815.2999999999997,27
4381,TX,Internal Medicine,0,41871.29,44,Consulting Fee,23380,16857.58,13
4382,NJ,Physical Medicine & Rehabilitation,0,6425.47,364,Food and Beverage,5827.54,585.6899999999999,32
4383,IL,Family Medicine,0,2797.48,222,Food and Beverage,2673.2,481.87,41
4384,FL,Plastic Surgery,0,1066.35,29,Food and Beverage,1066.35,175.5,5
4385,MS,Dermatology,0,1095670.19,1818,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",731955,191298.16,221
4386,UT,Internal Medicine,0,9723.17,57,Consulting Fee,7100,3861.13,12
4387,MO,Otolaryngology,0,3048.66,93,Food and Beverage,2416.47,865.04,21
4388,AL,Family Medicine,0,11252.45,1053,Food and Beverage,11124.72,820.8300000000002,95
4389,KY,Internal Medicine,0,19772.54,467,Food and Beverage,19435.73,1526.1,39
4390,LA,Family Medicine,0,4656.15,302,Food and Beverage,4540.38,449.68999999999994,51
4391,NJ,Surgery,0,11271.57,141,Food and Beverage,6125.62,5997.44,27
4392,NC,Ophthalmology,0,5080.83,34,Food and Beverage,2814.36,2055.49,8
4393,FL,Dental Providers,0,15709.39,94,Gift,8464,5114.72,17
4394,ID,Family Medicine,0,408.88,24,Food and Beverage,408.88,123.37,6
4396,NC,Dental Providers,0,3361.99,60,Food and Beverage,3285.0099999999998,878.75,18
4397,VA,Ophthalmology,0,2003.58,101,Food and Beverage,1943.19,424.34000000000003,26
4398,FL,Internal Medicine,0,10291.84,478,Food and Beverage,8299.88,1565.8399999999997,103
4400,TX,Eye and Vision Services Providers,0,14168.5,299,Food and Beverage,12829.03,1750.6299999999997,17
4401,NC,Ophthalmology,0,1144.27,41,Food and Beverage,1144.27,362.34000000000003,9
4402,PR,Internal Medicine,0,18036.85,788,Food and Beverage,13889.79,3179.5699999999997,99
4403,NY,Internal Medicine,0,129031.5,1470,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",84730.9,45553.11,143
4404,UT,Ophthalmology,0,1658.11,77,Food and Beverage,1658.11,378.98,18
4405,NJ,Orthopaedic Surgery,0,16699.27,116,Education,11762.35,2852.63,22
4406,NY,Surgery,1,19176.41,244,Food and Beverage,12317.33,1906.98,24
4407,TX,Thoracic Surgery (Cardiothoracic Vascular Surgery),0,11172.34,77,Food and Beverage,5082.27,1685.02,21
4409,MS,Family Medicine,0,5038.67,376,Food and Beverage,4734.99,405.0200000000001,28
4410,WI,Eye and Vision Services Providers,0,3915.15,32,Travel and Lodging,2364.92,2681.73,10
4411,GA,Surgery,0,680.72,31,Food and Beverage,680.72,153.09,5
4412,VA,Internal Medicine,0,5400.1,99,Food and Beverage,4063.47,2511.5699999999997,26
4413,CA,Eye and Vision Services Providers,0,1995.41,14,Education,1000,1011.7400000000001,3
4414,MI,Obstetrics & Gynecology,0,6847.25,57,Education,3023.02,5621.75,16
4415,TN,Obstetrics & Gynecology,0,1038.96,79,Food and Beverage,999.56,273.95,19
4416,OK,Psychiatry & Neurology,1,1942,144,Food and Beverage,1760.3799999999999,760.81,66
4417,SC,Internal Medicine,0,3205.98,152,Food and Beverage,3196.2,837.3900000000001,57
4418,AL,Family Medicine,0,790.8,23,Food and Beverage,660.8199999999999,218.35999999999999,8
4421,KS,Eye and Vision Services Providers,0,3134.72,38,Food and Beverage,2636.61,804.61,6
4422,VA,Internal Medicine,0,10294.66,504,Food and Beverage,9445.55,675.6899999999998,54
4424,TN,Internal Medicine,0,1884.8899999999999,64,Food and Beverage,1287,259.65999999999997,6
4425,GA,Psychiatry & Neurology,0,2996.88,188,Food and Beverage,2474.17,670.87,51
4426,MO,Internal Medicine,0,5599.23,175,Food and Beverage,4566.36,1423.93,41
4427,CO,Podiatric Medicine & Surgery Service Providers,0,10210.47,59,Education,5760.1,6049.57,25
4428,SD,Family Medicine,0,549.36,42,Food and Beverage,549.36,52.66,5
4429,FL,Family Medicine,0,5453.04,64,Food and Beverage,5386.51,654.7799999999999,8
4430,FL,Pediatrics,0,1842.28,77,Food and Beverage,1695.56,377.21,15
4431,NC,Family Medicine,0,5140.66,288,Food and Beverage,5044.31,1025.8700000000001,69
4432,NC,Dental Providers,0,621.27,8,Gift,610,120,1
4433,OK,Podiatric Medicine & Surgery Service Providers,0,1643.9,52,Food and Beverage,1026.51,549.75,17
4435,PA,Internal Medicine,0,2375.81,157,Food and Beverage,2283.46,276.88999999999993,14
4436,GA,Eye and Vision Services Providers,0,1080.8600000000001,28,Food and Beverage,1047.72,348.89000000000004,7
4438,TN,Family Medicine,0,6458.53,435,Food and Beverage,6278.57,759.28999999999985,75
4440,TX,Internal Medicine,0,1222.6299999999999,48,Food and Beverage,1019.74,412.66999999999996,6
4441,AZ,Dental Providers,0,4681.92,52,Education,2297.5,2056.5,20
4443,SC,Pediatrics,0,766.72,52,Food and Beverage,766.72,152.14999999999998,9
4444,NV,Internal Medicine,0,2646.74,138,Food and Beverage,2379.74,1050.6000000000001,58
4445,CA,Internal Medicine,0,7260.98,219,Food and Beverage,7017.23,641.22,23
4446,WI,Surgery,0,64530.58,114,Education,48809.43,32620.579999999998,34
4447,PA,Dental Providers,0,799.59,26,Gift,547.72,427.91999999999996,7
4450,TX,Internal Medicine,0,8267.02,280,Food and Beverage,8110.09,1414.3600000000001,87
4451,MI,Orthopaedic Surgery,0,6897.01,60,Travel and Lodging,4716.38,2694.52,12
4454,FL,Internal Medicine,0,1668.33,104,Food and Beverage,1605.4,348.06,18
4455,LA,Dermatology,0,24529.75,188,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",13095,9795.699999999999,25
4456,WV,Podiatric Medicine & Surgery Service Providers,0,2200.96,124,Food and Beverage,2199.71,488.78,22
4457,NY,Neurological Surgery,0,389973.36,904,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",171781,87019.42,72
4458,CA,Internal Medicine,0,2682.87,76,Food and Beverage,1254.3899999999999,1571.32,10
4459,NC,Podiatric Medicine & Surgery Service Providers,0,2218.99,45,Food and Beverage,2218.99,450.96999999999997,12
4461,SC,Anesthesiology,0,2122.23,54,Food and Beverage,1032.04,1125.97,13
4462,CA,Internal Medicine,0,772.98,41,Food and Beverage,772.98,181.09,7
4465,IA,Podiatric Medicine & Surgery Service Providers,0,4827.23,76,Food and Beverage,2353.77,1255.32,16
4468,OK,Family Medicine,0,4929.39,324,Food and Beverage,4929.39,686.98,41
4469,PR,Internal Medicine,0,3248.75,47,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",2459,1901.49,16
4471,MO,Psychiatry & Neurology,0,7752.32,579,Food and Beverage,7351.04,633.4599999999999,36
4472,TX,Obstetrics & Gynecology,0,2350.03,150,Food and Beverage,2222.81,262.98,16
4475,IN,Dental Providers,0,2935.6,28,Gift,1899.71,1135.06,11
4476,FL,Ophthalmology,1,179121.19,305,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",91295,59245.25,65
4477,FL,Surgery,0,6928.42,57,Education,4034,3996.1000000000004,14
4479,FL,Family Medicine,0,1649.19,96,Food and Beverage,1649.19,231.9,14
4480,FL,Surgery,0,1177.22,55,Food and Beverage,1177.22,269.84,11
4481,FL,Internal Medicine,0,3008.28,79,Food and Beverage,2889.39,398.80000000000007,7
4482,MI,Family Medicine,0,5967.45,461,Food and Beverage,5637.61,737.43,46
4483,GA,Orthopaedic Surgery,0,6975.0599999999995,77,Travel and Lodging,3105.7599999999998,3365.3799999999997,21
4484,SC,Family Medicine,0,6975.79,357,Food and Beverage,6966.79,1654.14,78
4485,AZ,Internal Medicine,1,8433.49,187,Consulting Fee,4000,5466.240000000001,21
4486,TN,Family Medicine,0,313.87,16,Food and Beverage,313.87,103.56,4
4487,TX,Family Medicine,0,1393.65,89,Food and Beverage,1387.37,414.5,22
4488,OH,Family Medicine,0,5510.88,464,Food and Beverage,5407.21,725.3399999999999,78
4489,TX,Internal Medicine,0,3416.87,154,Food and Beverage,2831.86,1165.62,24
4490,CA,Internal Medicine,0,3282.85,173,Food and Beverage,3275.9,413.54,25
4491,CA,Internal Medicine,0,4836.17,110,Food and Beverage,2714.79,1273.06,14
4492,NJ,Orthopaedic Surgery,0,2379.98,112,Food and Beverage,2379.98,199.20999999999992,10
4493,NY,Urology,0,1682.71,98,Food and Beverage,1407.14,448.25,28
4494,OR,Pediatrics,0,2338.55,147,Food and Beverage,2338.55,222.72000000000003,16
4496,CA,Pediatrics,0,1238.67,48,Food and Beverage,1238.67,357.09,16
4497,NY,Internal Medicine,0,5701.25,327,Food and Beverage,5659.73,760.53,55
4498,IN,Hospitalist,0,734.83,50,Food and Beverage,734.83,154.91,10
4499,FL,Internal Medicine,0,834,52,Food and Beverage,804.05,161.72,10
4500,FL,Ophthalmology,0,2425.54,89,Food and Beverage,2214.21,815.0400000000001,25
4503,AZ,Surgery,0,16294.41,68,Gift,13918.34,6594.3,15
4504,WV,Psychiatry & Neurology,1,4654.6,308,Food and Beverage,4406.46,788.9799999999999,56
4505,CA,Ophthalmology,0,2215.97,99,Food and Beverage,2112.61,515.45,35
4507,AZ,Eye and Vision Services Providers,0,2168.39,90,Food and Beverage,2094.5,284.32,10
4508,VA,Family Medicine,0,10573.07,483,Food and Beverage,10356.91,1628.3000000000002,74
4509,IA,Thoracic Surgery (Cardiothoracic Vascular Surgery),0,16106.49,210,Food and Beverage,13534.84,3278.11,48
4510,TN,Dental Providers,0,5083.69,68,Gift,3055.98,3120.02,24
4511,GA,Orthopaedic Surgery,0,6357.78,72,Food and Beverage,3786.93,3764.99,28
4512,CA,Thoracic Surgery (Cardiothoracic Vascular Surgery),0,22286.45,142,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",8000,18307.07,25
4513,NJ,Psychiatry & Neurology,0,1730.26,93,Food and Beverage,1263.15,515.53,25
4514,PA,Family Medicine,0,6236.99,260,Food and Beverage,6202.86,209.4000000000001,11
4517,TX,Obstetrics & Gynecology,0,76232.07,122,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",60200,52154.43,75
4518,OH,Family Medicine,0,6357.16,545,Food and Beverage,6269.16,947.0899999999999,79
4519,FL,Psychiatry & Neurology,0,8651.29,428,Food and Beverage,8304.14,605.5000000000001,36
4520,OH,Pediatrics,0,78491.29,76,Travel and Lodging,43303.78,23332.13,15
4521,IL,Internal Medicine,0,1926.6399999999999,102,Food and Beverage,1747.68,557.6800000000001,32
4522,GA,Family Medicine,0,13640.02,1054,Food and Beverage,13344.12,827.1499999999999,75
4523,DE,Ophthalmology,0,240456.49000000002,17,Charitable Contribution,240206.32,240191.97,3
4524,OH,Obstetrics & Gynecology,0,2948.42,77,Food and Beverage,1842.68,1758.59,18
4526,FL,Internal Medicine,0,15359.83,274,Food and Beverage,8009.05,3897.7000000000003,78
4527,NY,Orthopaedic Surgery,0,30621.65,115,Consulting Fee,17175,11655.91,19
4529,RI,Psychiatry & Neurology,0,14665.26,65,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",5000,5633.79,16
4530,CA,Family Medicine,0,834.65,14,Food and Beverage,834.65,188.61,2
4531,CA,Family Medicine,0,6384.73,326,Food and Beverage,6222.52,926.7200000000001,62
4533,TN,Internal Medicine,0,14467.87,185,Travel and Lodging,9819.460000000001,5752.82,44
4534,CA,Otolaryngology,1,72244.03,58,Consulting Fee,52452.5,11764.96,7
4538,AZ,Internal Medicine,0,1912.39,75,Food and Beverage,1786.1,601.38,19
4539,TX,Family Medicine,0,8664.16,332,Food and Beverage,8641.01,2243.13,115
4540,OH,Ophthalmology,0,7139.05,44,Consulting Fee,6000,6381.54,12
4542,IL,Family Medicine,0,14083.46,1020,Food and Beverage,13931.05,744.77,66
4543,PR,Surgery,0,6452.32,73,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",3000,1869.72,10
4544,FL,Family Medicine,0,1304.86,42,Food and Beverage,1263.16,322.6,7
4545,NY,Obstetrics & Gynecology,0,6753.82,51,Travel and Lodging,2675.63,3423.2099999999996,16
4546,CA,Internal Medicine,0,8469.49,404,Food and Beverage,8026.99,1904.9299999999998,102
4548,TX,Internal Medicine,0,4719.84,134,Food and Beverage,2705.11,2517,26
4549,CO,Family Medicine,1,7551.91,672,Food and Beverage,7158.08,359.98,69
4552,FL,Internal Medicine,0,49264.1,441,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",38030,14202,62
4554,PA,Pain Medicine,0,1919.3600000000001,60,Food and Beverage,1501.32,895.4799999999999,23
4555,FL,Family Medicine,0,7155.21,510,Food and Beverage,7030.06,550.6100000000001,34
4556,NJ,Internal Medicine,0,17022.77,857,Food and Beverage,15230.26,2023.9699999999998,102
4557,CA,Surgery,0,5984.33,120,Food and Beverage,5367.19,1948.8500000000001,30
4558,TX,Internal Medicine,0,24666.13,894,Food and Beverage,23329.85,2536.8100000000004,42
4560,NY,Internal Medicine,0,25441.38,417,Food and Beverage,25080.45,2182.1899999999996,40
4561,NC,Eye and Vision Services Providers,0,1912.28,37,Food and Beverage,1170.1,591.19,10
4562,TX,Obstetrics & Gynecology,0,1164.6,59,Food and Beverage,1164.6,223.57,11
4563,UT,Surgery,0,31447.03,131,Consulting Fee,12877.14,13607.800000000001,27
4565,NV,Ophthalmology,0,3301.74,20,Consulting Fee,1587.5,510.64,4
4566,MN,Internal Medicine,0,481164.89,427,Travel and Lodging,182148.07,55005.57000000001,49
4567,NC,Dental Providers,0,684.42,23,Food and Beverage,634.42,113.56,7
4568,CO,Neurological Surgery,0,150245.39,296,Consulting Fee,53627.5,53189.36,19
4569,MO,Family Medicine,0,9582.6,825,Food and Beverage,9466.64,902.1899999999999,86
4570,SC,Internal Medicine,0,3949.24,214,Food and Beverage,3860.97,1106.88,72
4572,MO,Internal Medicine,0,6798.47,489,Food and Beverage,6626.47,893.84,53
4573,FL,Eye and Vision Services Providers,0,6193.08,94,Food and Beverage,4386.61,1672.79,18
4574,LA,Physical Medicine & Rehabilitation,0,3418.37,121,Travel and Lodging,2069.02,1323.6599999999999,40
4575,CA,Allergy & Immunology,0,9107.93,438,Food and Beverage,8802.31,1223.22,59
4577,PA,Family Medicine,0,5535.03,421,Food and Beverage,5198.05,267.81999999999994,22
4578,NY,Orthopaedic Surgery,0,9486.05,90,Travel and Lodging,6368.7,2851.06,20
4579,AR,Dermatology,0,93915.35,642,Consulting Fee,55350,25757.02,59
4580,TX,Pediatrics,0,438.74,29,Food and Beverage,438.74,80.89,5
4581,CT,Internal Medicine,0,6233.66,294,Food and Beverage,6227.76,1356.12,57
4582,AL,Internal Medicine,0,8079.5,304,Food and Beverage,4962.79,3356.55,31
4583,NC,Podiatric Medicine & Surgery Service Providers,0,9343.38,75,Education,4528.52,5306.96,18
4584,MO,Psychiatry & Neurology,1,2191813.3,2413,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",1543847.94,215669.52,247
4586,CT,Psychiatry & Neurology,0,5599.4,304,Food and Beverage,5218.17,614.21000000000015,27
4588,KS,Family Medicine,0,1147.94,96,Food and Beverage,1107.94,105.28999999999999,13
4589,TN,Obstetrics & Gynecology,0,1903.13,82,Food and Beverage,1649.89,449.65999999999997,30
4590,CA,Eye and Vision Services Providers,0,3304.2400000000002,46,Food and Beverage,1955.83,988.9899999999999,9
4591,HI,Internal Medicine,0,24274.69,88,Travel and Lodging,10782.52,13588.78,34
4592,AL,Eye and Vision Services Providers,0,4463.97,108,Food and Beverage,3347,1196.6599999999999,23
4593,FL,Pediatrics,0,1601.38,67,Food and Beverage,1001.38,774.27,7
4594,MA,Dental Providers,0,1025.4,38,Food and Beverage,476.04,155.74,8
4595,VA,Ophthalmology,0,2989.99,41,Food and Beverage,1535.68,1019.4300000000001,16
4596,SC,Internal Medicine,0,16495.5,946,Food and Beverage,16359.75,776.0100000000002,41
4599,OH,Ophthalmology,0,6033.91,94,Consulting Fee,4000,4107.379999999999,20
4600,GA,Pediatrics,0,1506.3799999999999,16,Education,939.93,260.56,6
4601,IL,Eye and Vision Services Providers,0,1016.59,38,Food and Beverage,1005.77,200.89,10
4602,TX,Psychiatry & Neurology,0,6777.51,458,Food and Beverage,6705.01,1069,64
4603,CA,Family Medicine,0,9470.79,497,Food and Beverage,9321.53,1126.4099999999999,49
4604,AL,Internal Medicine,0,205570.8,1628,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",152851.5,41959.240000000005,156
4607,IL,Urology,1,9477.51,369,Food and Beverage,6577.35,1935.3400000000001,21
4608,PA,Internal Medicine,0,164450.01,222,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",152587.5,32690.5,40
4609,MI,Internal Medicine,0,1291.05,58,Food and Beverage,1064.77,169.20999999999998,6
4611,MI,Eye and Vision Services Providers,0,778.67,33,Food and Beverage,778.67,141.42000000000002,5
4612,NY,Internal Medicine,0,1395.86,31,Food and Beverage,1381.61,403.15000000000003,5
4613,IN,Family Medicine,0,18357.23,1034,Food and Beverage,14021.55,5800.1900000000005,104
4614,PA,Internal Medicine,0,982.25,31,Food and Beverage,626.4,325.22,6
4615,VA,Internal Medicine,0,36300.4,166,Grant,20000,19802.74,45
4616,MI,Otolaryngology,0,3141.79,40,Travel and Lodging,1572.57,1739.84,14
4619,NJ,Urology,0,5842.45,369,Food and Beverage,5476.88,319.73,25
4620,NJ,Internal Medicine,0,12746.64,308,Compensation for serving as faculty or as a speaker for a non-accredited and noncertified continuing education program,8100,5337.46,71
4621,OK,Internal Medicine,0,10871.63,24,Consulting Fee,6510.360000000001,7423.9,5
4624,NY,Dental Providers,0,3778.16,55,Food and Beverage,2485.03,951.3100000000002,10
4625,MN,Surgery,0,54106.16,56,Gift,52120.65,18691.75,8
4626,IN,Internal Medicine,0,1301.27,56,Food and Beverage,1232.52,423.07,12
4627,TN,Emergency Medicine,0,2348.09,40,Food and Beverage,2348.09,899.27,8
4628,OH,Family Medicine,0,38363.04,838,Education,29370.7,675.0799999999999,50
4629,PA,Psychiatry & Neurology,0,802.77,35,Food and Beverage,733.77,200.76,14
4630,MI,Internal Medicine,0,8124.08,761,Food and Beverage,7952.69,1360.56,137
4631,IL,Family Medicine,0,1428.4,96,Food and Beverage,1428.4,484.88000000000005,41
4632,LA,Internal Medicine,0,2664.62,130,Food and Beverage,2562.39,506.21999999999997,14
4634,CA,Internal Medicine,0,502399.78,2114,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",300883.46,102871.98000000001,163
4635,TX,Internal Medicine,0,1513.08,75,Food and Beverage,1450.18,288.13,12
4636,FL,Pediatrics,0,2640.24,76,Food and Beverage,2040.21,541.11,20
4637,MD,Pediatrics,0,658.85,40,Food and Beverage,658.85,80.9,5
4639,CA,Internal Medicine,0,1199.97,86,Food and Beverage,1075.55,471.17,37
4640,AL,Internal Medicine,0,8423.19,514,Food and Beverage,8220.65,2262.04,189
4641,TX,Psychiatry & Neurology,0,8531.3,367,Food and Beverage,8387.3,1226.1999999999998,60
