Physician_ID;State;Primary_Specialty;total_payments;number_of_payments;top_nature;total_of_top_nature;range_count;range_total;top_company;pay_count;std;top_rpi;rpi_count;cash;services;stock;stock_opt;any_ownership;dividend;stock_or_other;top_fop;fop_count
5728;NY;Orthopaedic Surgery;113444.85999999997;311;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;56102.34;83;38743.030000000006;608;21;369.67097888358575;Covered;189;115.0;196.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;196
5729;VA;Internal Medicine;691.9099999999999;20;Food and Beverage;487.55;4;228.57;75;13;37.74599303322278;Covered;10;5.0;15.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;15
5730;NY;;3783.120000000001;216;Food and Beverage;3614.2500000000014;29;486.9299999999999;123;31;7.186702343488852;Yes;124;9.0;207.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;207
5731;CA;Ophthalmology;7178.05;168;Food and Beverage;3988.7600000000007;16;2005.4099999999994;1084;16;182.51372059313542;Yes;96;12.0;156.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;156
5732;OR;Pediatrics;2139.819999999999;128;Food and Beverage;2109.869999999999;8;110.22000000000003;197;24;14.75177665688513;Yes;77;10.0;118.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;118
5733;PA;Podiatric Medicine & Surgery Service Providers;5052.800000000001;48;Education;2887.0;12;3577.9700000000003;267;12;222.80593927690143;Yes;22;7.0;41.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;41
5734;FL;Pediatrics;855.6399999999999;51;Food and Beverage;855.6399999999999;12;179.57999999999998;209;16;7.951043538594381;Yes;37;3.0;48.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;48
5735;MN;Psychiatry & Neurology;488.94999999999993;20;Food and Beverage;451.95;5;71.61;596;10;7.906129575857228;Yes;15;4.0;16.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;16
5736;FL;Dermatology;76962.93999999999;597;Compensation for serving as faculty or as a speaker for a non-accredited and noncertified continuing education program;30500.0;67;16867.2;1084;40;62.72568313149879;Yes;294;126.0;471.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;471
5738;TX;Pediatrics;1165.1000000000004;73;Food and Beverage;1165.1000000000004;12;208.78999999999996;197;22;5.926615545711399;Yes;49;9.0;64.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;64
5739;MD;Psychiatry & Neurology;10419.79;649;Food and Beverage;9913.130000000005;51;1160.44;71;46;24.818604840320788;Yes;451;168.0;481.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;481
5740;NY;Podiatric Medicine & Surgery Service Providers;2357.0799999999995;61;Food and Beverage;1527.16;11;451.88;212;8;46.90220495630721;Covered;38;2.0;59.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;59
5741;GA;Internal Medicine;8053.709999999996;259;Food and Beverage;5200.0099999999975;59;2712.7599999999998;245;42;42.889373965534084;Covered;128;41.0;218.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;218
5742;GA;Internal Medicine;9410.800000000005;407;Food and Beverage;9410.800000000005;39;1231.7299999999996;122;48;17.39089474844293;Yes;218;13.0;394.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;394
5743;TX;Dermatology;3845.879999999998;222;Food and Beverage;3460.06;34;579.74;1173;27;15.837615661306824;Yes;146;52.0;170.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;170
5744;NJ;Internal Medicine;863.8900000000001;52;Food and Beverage;826.9700000000003;20;240.09999999999997;150;8;18.263771497921837;Yes;35;1.0;51.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;51
5745;AZ;Internal Medicine;3317.24;104;Food and Beverage;2367.46;14;436.35;597;22;33.53292410387273;Yes;69;19.0;85.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;85
5746;MI;Family Medicine;2187.990000000001;213;Food and Beverage;1973.6300000000006;67;555.64;75;18;4.303074731441232;Yes;189;1.0;212.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;212
5747;NM;Ophthalmology;4101.659999999999;169;Food and Beverage;3518.9599999999996;42;1507.3399999999997;296;18;28.832641623984497;Yes;123;6.0;163.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;163
5749;IL;Internal Medicine;139844.0299999999;703;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;62605.0;46;45403.68;245;52;233.02561808077309;Yes;413;137.0;566.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;566
5750;MN;Obstetrics & Gynecology;1710.5000000000002;32;Travel and Lodging;917.84;13;1361.86;336;14;27.77562592708268;Covered;20;4.0;28.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;28
5751;NY;Allergy & Immunology;5170.42;133;Food and Beverage;5030.519999999999;40;356.32000000000005;123;20;48.218946336275565;Yes;60;6.0;127.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;127
5752;OR;Obstetrics & Gynecology;1072.72;32;Food and Beverage;596.2800000000001;6;110.64000000000001;96;12;27.727575400766998;Covered;17;4.0;28.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;28
5753;IN;Neurological Surgery;16127.350000000008;203;Food and Beverage;11880.400000000007;94;6967.05;596;28;54.346081584639386;Yes;185;70.0;133.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;133
5754;WA;Dental Providers;670.56;19;Food and Beverage;315.32;6;280.43999999999994;106;9;22.428284547917293;Yes;12;7.0;12.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;12
5755;AZ;Internal Medicine;1019.8399999999998;57;Food and Beverage;904.7899999999996;10;257.05000000000007;344;20;10.38616538585055;Yes;37;7.0;50.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;50
5756;CA;Internal Medicine;31776.489999999983;151;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;26000.0;34;2723.4199999999996;398;27;241.4654853103056;Covered;74;24.0;127.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;127
5757;PA;Eye and Vision Services Providers;60513.67000000001;278;Consulting Fee;25650.0;71;33526.240000000005;296;13;320.75284867882164;Yes;195;136.0;142.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;142
5758;TX;Otolaryngology;4211.5199999999995;42;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;2500.0;10;2866.87;1277;14;246.50803896204107;Yes;29;10.0;32.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;32
5759;MO;Internal Medicine;681.29;32;Food and Beverage;665.1899999999999;10;178.56;122;15;15.679958447374013;Yes;28;4.0;28.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;28
5760;NC;Dermatology;2277.7600000000007;84;Food and Beverage;2043.2000000000003;18;539.42;123;24;25.581294451895577;Yes;55;6.0;78.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;78
5761;CT;Podiatric Medicine & Surgery Service Providers;536.8999999999999;31;Food and Beverage;535.8999999999999;16;311.96000000000004;340;8;5.7224072084350945;Yes;27;4.0;27.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;27
5762;FL;Internal Medicine;10681.479999999996;572;Food and Beverage;10536.310000000001;35;700.2799999999997;123;42;16.55801575210543;Yes;381;39.0;533.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;533
5763;PA;Obstetrics & Gynecology;1248.2999999999997;65;Food and Beverage;1217.2299999999998;19;305.52;123;26;21.079785319645687;Yes;44;4.0;61.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;61
5767;CA;Pediatrics;947.6200000000002;49;Food and Beverage;947.6200000000002;12;232.87;197;19;12.061568302593518;Yes;34;12.0;37.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;37
5768;MD;Internal Medicine;129315.46000000005;144;Consulting Fee;96002.39000000001;34;45325.27;507;12;3930.4512222585663;Yes;70;26.0;118.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;118
5769;MI;Family Medicine;4411.239999999999;225;Food and Beverage;4405.239999999999;76;1141.31;74;26;16.339154227976874;Covered;165;2.0;223.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;223
5770;TX;Anesthesiology;38820.24999999999;312;Gift;30081.0;67;31141.079999999998;190;37;491.9317730050604;Yes;224;111.0;201.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;201
5771;NY;Internal Medicine;23562.490000000005;74;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;10000.0;18;13126.869999999999;597;16;259.1727746586603;Covered;33;12.0;62.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;62
5772;TN;Orthopaedic Surgery;27440.280000000024;171;Education;11514.0;26;9915.699999999999;267;23;186.42934205976337;Covered;79;18.0;153.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;153
5773;AL;;9130.020000000002;99;Education;5082.0;10;3639.27;267;27;185.4199923265133;Yes;47;3.0;96.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;96
5774;NY;Internal Medicine;2959.22;217;Food and Beverage;2778.0099999999998;27;341.4;152;24;2.988866227330766;Yes;127;34.0;183.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;183
5776;SC;Surgery;32755.53000000002;313;Consulting Fee;18659.739999999998;26;18971.87;131;55;113.12968250143426;Yes;196;101.0;212.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;212
5777;GA;Dental Providers;1841.99;21;Education;1132.0;4;1220.07;554;13;282.48895340501946;Yes;13;6.0;15.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;15
5778;NY;Internal Medicine;12906.269999999988;595;Food and Beverage;12757.559999999987;33;1099.7699999999998;377;46;29.892503760815295;Yes;388;92.0;503.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;503
5779;KY;Podiatric Medicine & Surgery Service Providers;17381.110000000004;264;Food and Beverage;9889.09;36;4248.58;700;45;242.09588800417853;Yes;174;188.0;76.0;0.0;0.0;0.0;0.0;0.0;Cash or cash equivalent;188
5780;NY;Psychiatry & Neurology;6526.820000000002;264;Food and Beverage;3661.8900000000017;27;3145.7500000000005;1782;18;162.75901702904275;Yes;154;32.0;232.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;232
5781;VA;Ophthalmology;1690.8299999999997;54;Food and Beverage;1653.1799999999996;13;493.9999999999999;190;8;8.874546486033623;Covered;27;3.0;51.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;51
5782;FL;Internal Medicine;96496.9100000002;615;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;69665.0;39;23884.83;150;28;96.4761744694765;Yes;372;59.0;556.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;556
5783;MO;Plastic Surgery;1841.01;34;Food and Beverage;1366.9499999999998;4;244.5;757;11;49.92862281126976;Yes;17;3.0;31.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;31
5784;MI;Internal Medicine;18826.48000000001;390;Food and Beverage;14164.150000000003;105;4243.17;597;23;104.35669613477677;Covered;252;64.0;326.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;326
5785;NY;;8431.429999999997;275;Food and Beverage;7959.359999999998;27;1257.43;75;23;32.805411812931546;Yes;169;4.0;271.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;271
5786;FL;Internal Medicine;334192.6700000002;987;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;260727.59;117;54485.740000000005;75;49;199.0342153828071;Yes;495;276.0;711.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;711
5787;AL;Obstetrics & Gynecology;2998.8399999999997;37;Travel and Lodging;2276.65;18;2373.2799999999997;278;12;45.35748736878058;Yes;29;5.0;32.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;32
5788;NY;Obstetrics & Gynecology;479.98999999999995;19;Food and Beverage;454.28999999999996;5;106.65;550;17;28.260407498571105;Covered;10;1.0;18.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;18
5789;DE;Obstetrics & Gynecology;7640.210000000001;94;Education;3628.5299999999997;18;1712.13;278;21;90.20745731633248;Yes;51;0.0;94.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;94
5790;TX;Eye and Vision Services Providers;19205.479999999996;234;Food and Beverage;10914.360000000002;13;4170.21;2061;34;39.38862062211575;Yes;138;32.0;202.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;202
5791;NY;Obstetrics & Gynecology;157497.38999999998;335;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;111600.0;78;52471.88999999999;2034;42;232.99695483614477;Yes;274;61.0;274.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;274
5792;MA;Dermatology;4086.75;229;Food and Beverage;2892.4400000000005;55;1446.95;190;27;6.720441850507124;Yes;135;22.0;207.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;207
5793;IL;Family Medicine;4740.290000000001;277;Food and Beverage;4544.07;36;644.1099999999999;74;26;3.786551686704924;Yes;135;8.0;269.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;269
5794;TX;Surgery;5293.229999999995;116;Food and Beverage;2506.120000000001;20;2586.5900000000006;278;20;19.99704828191313;Yes;62;36.0;80.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;80
5796;CA;Hospitalist;1517.4400000000005;91;Food and Beverage;1517.4400000000005;16;240.3;377;17;7.4548363337246855;Yes;65;21.0;70.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;70
5798;NY;Otolaryngology;1997.3099999999997;84;Food and Beverage;1997.3099999999997;19;563.61;334;21;26.979849497815398;Yes;73;9.0;75.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;75
5799;GA;Podiatric Medicine & Surgery Service Providers;626.98;36;Food and Beverage;617.5600000000001;6;105.64999999999999;2112;15;32.319438597715376;Covered;21;11.0;25.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;25
5800;MO;Family Medicine;2171.8799999999997;130;Food and Beverage;2171.8799999999997;33;357.8800000000001;152;27;7.626427652996639;Yes;69;21.0;109.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;109
5801;FL;Surgery;126855.65000000002;512;Honoraria;41972.5;62;52157.13999999999;54;27;75.23623841051327;Yes;285;403.0;109.0;0.0;0.0;0.0;0.0;0.0;Cash or cash equivalent;403
5802;WA;Surgery;39032.94;348;Food and Beverage;16711.430000000004;54;19128.9;145;35;69.40897355171319;Yes;248;110.0;238.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;238
5803;PA;Family Medicine;6615.280000000003;534;Food and Beverage;6408.840000000004;50;516.5000000000001;150;32;3.565387127139979;Yes;323;22.0;512.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;512
5804;CA;Orthopaedic Surgery;3425.4899999999993;37;Education;1436.23;6;2473.52;267;11;167.90743965532525;Covered;20;5.0;32.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;32
5805;FL;Podiatric Medicine & Surgery Service Providers;9294.6;119;Food and Beverage;4862.71;24;4542.57;700;27;237.7890909419906;Yes;68;39.0;80.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;80
5807;MO;Otolaryngology;647.86;40;Food and Beverage;647.86;10;147.54999999999998;334;11;7.051564484740212;Yes;26;3.0;37.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;37
5808;LA;Surgery;18769.59;69;Education;10000.0;25;12101.97;278;14;238.94120604432786;Yes;34;13.0;56.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;56
5809;NY;Family Medicine;3951.79;91;Food and Beverage;3939.87;34;1683.65;74;13;15.748644157336662;Yes;73;3.0;88.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;88
5810;LA;Urology;1403.5099999999998;97;Food and Beverage;1403.5099999999998;21;304.59000000000003;69;17;3.593811370046413;Yes;54;7.0;90.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;90
5811;MI;Internal Medicine;7022.010000000004;317;Food and Beverage;5193.040000000003;73;1675.53;597;40;27.45870441321872;Yes;167;47.0;270.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;270
5812;TX;Internal Medicine;5787.220000000003;505;Food and Beverage;5617.260000000002;72;408.70000000000016;334;34;12.273243180876527;Yes;293;10.0;495.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;495
5813;MO;Urology;10029.019999999997;524;Food and Beverage;9628.999999999996;48;847.0200000000002;69;50;20.070180944908138;Yes;277;59.0;465.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;465
5814;IL;Radiology;397932.54000000015;673;Consulting Fee;300400.0;194;125450.18000000001;1069;24;142.38464487646354;Yes;505;574.0;99.0;0.0;0.0;0.0;0.0;0.0;Cash or cash equivalent;574
5815;MI;Dental Providers;3053.3;22;Travel and Lodging;1965.2299999999998;13;1972.6200000000001;42;8;184.42385003367272;Yes;16;3.0;19.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;19
5816;RI;Internal Medicine;14458.769999999988;120;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;11000.0;28;2111.9899999999993;398;21;88.73421764864273;Covered;102;23.0;97.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;97
5817;NV;Internal Medicine;116897.25000000001;784;Consulting Fee;74822.0;134;37511.81;859;40;87.41608996060428;Yes;506;234.0;550.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;550
5818;GA;Neurological Surgery;862563.6700000007;817;Consulting Fee;619443.31;52;82909.04;700;16;616.3628625488501;Yes;454;506.0;311.0;0.0;0.0;0.0;0.0;0.0;Cash or cash equivalent;506
5820;TX;Oral & Maxillofacial Surgery;518.24;24;Food and Beverage;380.71000000000004;8;255.34000000000003;856;4;5.666211565414487;Yes;14;4.0;20.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;20
5821;CA;Internal Medicine;8971.229999999998;404;Food and Beverage;8847.359999999999;82;1673.7200000000003;150;43;18.412918158217277;Yes;337;36.0;368.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;368
5822;CA;Internal Medicine;4625.099999999999;40;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;2250.0;1;2682.49;344;22;264.1197427321163;Yes;20;3.0;37.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;37
5823;AL;Otolaryngology;16279.020000000004;68;Travel and Lodging;10567.74;9;10512.659999999998;426;16;566.8932578031103;Yes;43;52.0;16.0;0.0;0.0;0.0;0.0;0.0;Cash or cash equivalent;52
5824;MI;Obstetrics & Gynecology;567.75;34;Food and Beverage;556.06;6;154.74;123;12;5.548912964495125;Yes;25;2.0;32.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;32
5825;FL;Internal Medicine;18320.949999999983;539;Food and Beverage;9671.579999999998;25;2726.7400000000007;398;35;52.469191569446245;Yes;322;33.0;506.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;506
5826;TN;;2624.2;52;Food and Beverage;2440.9;10;650.97;122;17;38.818473381413106;Yes;27;9.0;43.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;43
5827;TX;Family Medicine;2628.71;183;Food and Beverage;2529.180000000001;15;365.5199999999999;75;29;11.167752631310904;Yes;109;11.0;172.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;172
5828;AZ;Obstetrics & Gynecology;1398.94;31;Food and Beverage;1099.97;3;402.75;278;14;34.242016062258024;Yes;20;1.0;30.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;30
5829;CA;Eye and Vision Services Providers;926.3899999999999;46;Food and Beverage;926.3899999999999;3;113.46999999999997;1872;11;13.563019288646178;Yes;28;9.0;37.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;37
5830;AZ;Dental Providers;959.12;25;Food and Beverage;770.0400000000001;8;379.31000000000006;750;8;26.208318852236598;Covered;13;16.0;9.0;0.0;0.0;0.0;0.0;0.0;Cash or cash equivalent;16
5831;IL;Psychiatry & Neurology;1949.3999999999994;109;Food and Beverage;1649.9199999999998;12;349.21999999999997;897;5;21.61913136200784;Yes;76;1.0;108.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;108
5832;WA;Eye and Vision Services Providers;9455.919999999996;117;Food and Beverage;4422.860000000001;16;2213.0399999999995;569;15;142.4722303592379;Yes;83;24.0;93.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;93
5833;FL;Family Medicine;10704.450000000006;367;Consulting Fee;5400.0;43;5977.170000000001;274;37;293.2983146480164;Yes;189;13.0;354.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;354
5834;IN;Eye and Vision Services Providers;1236.17;48;Food and Beverage;1063.1399999999999;6;141.63000000000002;296;9;10.936784954117003;Yes;30;5.0;43.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;43
5836;MI;Orthopaedic Surgery;1923.09;52;Food and Beverage;1514.7600000000004;8;575.7;722;21;29.507360881752312;Yes;30;10.0;42.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;42
5837;PA;Internal Medicine;21708.760000000002;88;Consulting Fee;10910.0;11;10867.520000000002;1;16;140.6315441266867;No;39;31.0;57.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;57
5838;OH;Urology;113165.54999999996;197;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;60600.0;50;50780.2;278;13;3003.159660530545;Yes;168;60.0;137.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;137
5839;MN;Radiology;2666.0100000000007;36;Travel and Lodging;1232.7199999999998;17;2166.9500000000003;941;12;126.41461989213869;Covered;21;11.0;25.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;25
5840;GA;Orthopaedic Surgery;16311.58;36;Consulting Fee;12810.0;11;8208.14;637;11;367.5427401861245;Yes;15;13.0;23.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;23
5841;UT;Internal Medicine;12958.489999999998;989;Food and Beverage;12281.63;115;1831.2199999999996;75;56;12.372769750699273;Yes;758;26.0;963.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;963
5842;IN;Pediatrics;1573.3300000000008;108;Food and Beverage;1573.3300000000008;14;205.98000000000002;197;24;3.0400164336081557;Yes;67;4.0;104.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;104
5843;MO;Family Medicine;31331.389999999996;588;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;16375.0;43;7644.75;123;40;23.830372588380445;Yes;328;45.0;543.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;543
5844;NJ;Obstetrics & Gynecology;568.5399999999997;34;Food and Beverage;555.4299999999998;6;154.85;613;15;3.74254310801411;Yes;20;0.0;34.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;34
5845;MI;Psychiatry & Neurology;2017.4600000000003;71;Food and Beverage;1719.7700000000002;13;629.1500000000001;897;11;13.39495829381844;Yes;36;0.0;71.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;71
5846;CA;Orthopaedic Surgery;3036.04;62;Food and Beverage;1562.1399999999999;12;588.2;18;23;100.08335085963498;Yes;38;29.0;33.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;33
5848;IL;Obstetrics & Gynecology;3837.810000000001;82;Travel and Lodging;1935.89;20;1743.2299999999998;278;29;38.12932635261581;Yes;60;1.0;81.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;81
5850;MD;Urology;3156.9600000000005;140;Food and Beverage;2946.9500000000003;31;845.4099999999999;69;32;30.806205796943875;Yes;69;8.0;132.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;132
5851;IL;Eye and Vision Services Providers;398731.2999999998;883;Consulting Fee;203390.72;169;95240.43000000002;296;19;189.39172971620857;Yes;623;659.0;224.0;0.0;0.0;0.0;0.0;0.0;Cash or cash equivalent;659
5852;NC;Orthopaedic Surgery;42565.04000000001;62;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;32193.760000000002;16;16820.88;340;14;424.9724569942108;Yes;41;18.0;44.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;44
5853;FL;Surgery;8940.039999999999;66;Travel and Lodging;4616.03;16;3848.44;381;21;273.6357096508735;Yes;39;20.0;46.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;46
5855;IL;Internal Medicine;12302.449999999999;952;Food and Beverage;12107.449999999997;24;588.1700000000001;152;45;4.17791033736129;Yes;605;40.0;912.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;912
5856;TX;Orthopaedic Surgery;22711.320000000018;128;Grant;13403.0;27;15455.800000000001;550;25;1331.3226658847377;Yes;74;16.0;112.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;112
5857;CT;Internal Medicine;11315.739999999983;595;Food and Beverage;10333.399999999992;55;1529.3200000000006;75;39;18.312041574274005;Yes;326;28.0;567.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;567
5858;PR;Internal Medicine;1444.97;35;Food and Beverage;1364.97;11;190.11;236;13;29.78582383486557;Covered;20;1.0;34.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;34
5859;DE;Psychiatry & Neurology;2099.9199999999996;113;Food and Beverage;1769.9299999999998;26;333.4;170;12;5.776737650628265;Yes;86;8.0;105.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;105
5862;CA;Eye and Vision Services Providers;2697.2599999999998;37;Food and Beverage;2697.2599999999998;7;675.4999999999999;289;9;41.075379904136526;Yes;24;5.0;32.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;32
5863;FL;Internal Medicine;1480.9799999999998;68;Food and Beverage;1407.81;16;292.22;897;14;4.979268714728018;Yes;44;0.0;68.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;68
5864;NJ;Pain Medicine;1014.0800000000004;56;Food and Beverage;1014.0800000000004;12;297.92;1472;19;5.438849395037922;Covered;26;13.0;43.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;43
5866;TX;Obstetrics & Gynecology;1597.3000000000004;56;Food and Beverage;1585.7100000000005;23;476.97;123;19;26.52939862371145;Yes;32;12.0;44.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;44
5867;MD;Psychiatry & Neurology;1976.4099999999999;111;Food and Beverage;1713.88;15;360.9;897;14;4.125345779256378;Yes;58;14.0;97.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;97
5868;CA;Psychiatry & Neurology;11857.670000000011;469;Food and Beverage;11413.500000000007;91;1404.3000000000002;150;15;15.167238931612674;Yes;342;5.0;464.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;464
5869;IN;Psychiatry & Neurology;10033.5;636;Food and Beverage;9152.489999999993;85;1795.3400000000001;147;44;11.37875795109755;Yes;360;177.0;459.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;459
5870;PA;Eye and Vision Services Providers;1447.2200000000007;56;Food and Beverage;1447.2200000000007;7;163.18999999999994;289;9;6.424470905641823;Yes;42;1.0;55.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;55
5871;MI;Psychiatry & Neurology;6647.180000000006;435;Food and Beverage;6454.800000000005;102;1329.4499999999998;169;21;14.008590030213247;Yes;310;28.0;407.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;407
5872;TX;Dental Providers;4025.060000000001;52;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;2588.1400000000003;7;1521.6;750;11;53.376612845554504;Yes;29;28.0;24.0;0.0;0.0;0.0;0.0;0.0;Cash or cash equivalent;28
